DATE TIME,EVAP_CFS,RIV_REL_CFS,RAIN_IN,PPT_INC_IN,PPTINC4_IN,ABV_TOC_AF,RES_ELE_FT,STORAGE_AF,INFLOW_CFS,OUTFLOW_CFS,RES_CHG_AF,TOC_STO_AF
2014-10-01 00:00,67,,0.00,0.00,0.00,"-2,262,463",675.25,"1,075,537","2,151","2,222",-342,"3,338,000"
2014-10-02 00:00,89,,0.00,0.00,0.00,"-2,249,689",675.29,"1,075,811","1,572","1,345",274,"3,325,500"
2014-10-03 00:00,69,,0.00,0.00,0.00,"-2,236,778",675.35,"1,076,222","1,471","1,230",411,"3,313,000"
2014-10-04 00:00,62,,0.00,0.00,0.00,"-2,227,426",674.89,"1,073,074",796,"2,322","-3,148","3,300,500"
2014-10-05 00:00,62,,0.00,0.00,0.00,"-2,216,634",674.64,"1,071,366","1,557","2,322","-1,708","3,288,000"
2014-10-06 00:00,89,,0.00,0.00,0.00,"-2,207,682",674.12,"1,067,818",700,"2,434","-3,547","3,275,500"
2014-10-07 00:00,72,,0.00,0.00,0.00,"-2,198,312",673.66,"1,064,688","1,166","2,672","-3,131","3,263,000"
2014-10-08 00:00,81,,0.00,0.00,0.00,"-2,190,632",672.95,"1,059,868",166,"2,515","-4,820","3,250,500"
2014-10-09 00:00,66,,0.00,0.00,0.00,"-2,181,044",672.52,"1,056,956","1,402","2,668","-2,912","3,238,000"
2014-10-10 00:00,66,,0.00,0.00,0.00,"-2,171,855",672.03,"1,053,645","1,119","2,859","-3,311","3,225,500"
2014-10-11 00:00,56,,0.00,0.00,0.00,"-2,163,063",671.48,"1,049,937","1,277","3,023","-3,708","3,213,000"
2014-10-12 00:00,55,,0.00,0.00,0.00,"-2,153,792",671.00,"1,046,708","1,418","3,024","-3,228","3,200,500"
2014-10-13 00:00,80,,0.00,0.00,0.00,"-2,144,915",670.46,"1,043,085","1,263","3,010","-3,624","3,188,000"
2014-10-14 00:00,34,,0.00,0.00,0.00,"-2,138,436",669.56,"1,037,064",339,"3,375","-6,021","3,175,500"
2014-10-15 00:00,50,,0.60,0.60,0.36,"-2,129,870",668.97,"1,033,130","1,589","3,492","-3,934","3,163,000"
2014-10-16 00:00,31,,0.60,0.00,0.24,"-2,134,392",668.29,"1,028,608",680,"2,962","-4,522","3,163,000"
2014-10-17 00:00,22,,0.60,0.00,0.00,,667.60,"1,024,034","1,092","3,343","-4,574","3,163,000"
2014-10-18 00:00,24,,0.60,0.00,0.00,,666.84,"1,019,012","1,089","3,598","-5,022","3,163,000"
2014-10-19 00:00,24,,0.60,0.00,0.00,"-2,148,270",666.19,"1,014,730","1,162","3,330","-4,282","3,163,000"
2014-10-20 00:00,59,,0.88,0.28,0.00,"-2,153,916",665.33,"1,009,084",298,"3,052","-5,646","3,163,000"
2014-10-21 00:00,17,,0.88,0.00,0.28,"-2,157,909",664.72,"1,005,091",963,"2,959","-3,993","3,163,000"
2014-10-22 00:00,35,,0.88,0.00,0.00,"-2,162,998",663.94,"1,000,002",207,"2,770","-5,089","3,163,000"
2014-10-23 00:00,21,,0.88,0.00,0.00,"-2,160,782",664.28,"1,002,218",281,"2,980","2,216","3,163,000"
2014-10-24 00:00,12,,0.88,0.00,0.00,"-2,175,968",661.94,"987,032",-856,"2,983","-15,186","3,163,000"
2014-10-25 00:00,14,,1.84,0.96,0.00,"-2,180,673",661.21,"982,327",653,"3,011","-4,705","3,163,000"
2014-10-26 00:00,14,,1.84,0.00,0.96,"-2,185,299",660.49,"977,701",689,"3,006","-4,626","3,163,000"
2014-10-27 00:00,58,,1.84,0.00,0.00,"-2,189,974",659.76,"973,026",676,"3,006","-4,675","3,163,000"
2014-10-28 00:00,18,,1.84,0.00,0.00,"-2,196,736",658.70,"966,264","1,320","3,008","-6,762","3,163,000"
2014-10-29 00:00,30,,1.84,0.00,0.00,"-2,199,088",658.33,"963,912",262,"2,800","-2,352","3,163,000"
2014-10-30 00:00,7,,1.84,0.00,0.00,"-2,203,338",657.66,"959,662",282,"2,514","-4,250","3,163,000"
2014-10-31 00:00,25,,2.28,0.44,0.00,"-2,209,280",656.72,"953,720",-584,"2,513","-5,942","3,163,000"
2014-11-01 00:00,0,,2.96,0.68,0.84,"-2,212,241",656.25,"950,759","1,049","2,511","-2,961","3,163,000"
2014-11-02 00:00,0,,2.96,0.00,0.28,"-2,215,950",655.66,"947,050",684,"2,554","-3,709","3,163,000"
2014-11-03 00:00,136,,2.96,0.00,0.00,"-2,219,648",655.07,"943,352",799,"2,560","-3,698","3,163,000"
2014-11-04 00:00,21,,2.96,0.00,0.00,"-2,222,650",654.59,"940,350","1,036","2,528","-3,002","3,163,000"
2014-11-05 00:00,28,,2.96,0.00,0.00,,653.73,"934,988",-203,"2,442","-5,362",
2014-11-06 00:00,35,,2.96,0.00,0.00,,653.68,"934,677","2,214","2,336",-311,
2014-11-07 00:00,12,,2.96,0.00,0.00,"-2,233,786",652.80,"929,214",-564,"2,304","-5,463","3,163,000"
2014-11-08 00:00,19,,2.96,0.00,0.00,"-2,237,314",652.23,"925,686",515,"2,306","-3,528","3,163,000"
2014-11-09 00:00,18,,2.96,0.00,0.00,"-2,239,475",651.88,"923,525",802,"2,153","-2,161","3,163,000"
2014-11-10 00:00,32,,2.96,0.00,0.00,"-2,244,218",651.11,"918,782",142,"2,189","-4,743","3,163,000"
2014-11-11 00:00,18,,2.96,0.00,0.00,"-2,247,779",650.53,"915,221",432,"2,209","-3,561","3,163,000"
2014-11-12 00:00,18,,2.96,0.00,0.00,"-2,250,903",650.02,"912,097",843,"1,968","-3,124","3,163,000"
2014-11-13 00:00,9,,3.60,0.64,0.44,"-2,252,554",649.75,"910,446",291,"1,638","-1,651","3,163,000"
2014-11-14 00:00,0,,3.60,0.00,0.20,"-2,253,958",649.52,"909,042",934,"1,612","-1,404","3,163,000"
2014-11-15 00:00,11,,3.60,0.00,0.00,"-2,253,897",649.53,"909,103",607,"1,610",61,"3,163,000"
2014-11-16 00:00,16,,3.60,0.00,0.00,"-2,253,837",649.54,"909,163",552,"1,611",60,"3,163,000"
2014-11-17 00:00,59,,3.60,0.00,0.00,"-2,258,833",648.72,"904,167",458,828,"-4,996","3,163,000"
2014-11-18 00:00,27,,3.60,0.00,0.00,,648.48,"902,708",321,845,"-1,459",
2014-11-19 00:00,9,,3.92,0.32,0.00,,648.05,"900,099",374,"1,680","-2,609",
2014-11-20 00:00,7,,4.12,0.20,0.38,"-2,263,629",647.93,"899,371","1,301","1,630",-728,"3,163,000"
2014-11-21 00:00,11,,4.16,0.04,0.20,,647.74,"898,221",937,"1,506","-1,150",
2014-11-22 00:00,7,,4.92,0.76,0.56,,648.30,"901,615","2,975","1,257","3,394",
2014-11-23 00:00,11,,4.92,0.00,0.24,,648.60,"903,437","2,072","1,174","1,822",
2014-11-24 00:00,0,,4.92,0.00,0.00,,648.69,"903,985","1,449","1,173",548,
2014-11-25 00:00,29,,4.92,0.00,0.00,"-2,258,590",648.76,"904,410","1,110","1,173",426,"3,163,000"
2014-11-26 00:00,7,,4.92,0.00,0.00,"-2,257,433",648.95,"905,567","1,347",880,"1,156","3,163,000"
2014-11-27 00:00,7,,4.92,0.00,0.00,"-2,257,433",648.95,"905,567","1,173","1,167",0,"3,163,000"
2014-11-28 00:00,5,,5.20,0.28,0.00,"-2,257,494",648.94,"905,506",789,815,-61,"3,163,000"
2014-11-29 00:00,0,,5.36,0.16,0.28,"-2,256,154",649.16,"906,846","1,246",602,"1,340","3,163,000"
2014-11-30 00:00,0,,5.88,0.52,0.44,"-2,252,554",649.75,"910,446","2,435",621,"3,600","3,163,000"
2014-12-01 00:00,69,,6.00,0.12,0.32,"-2,248,760",650.37,"914,240","2,613",602,"3,794","3,134,754"
2014-12-02 00:00,15,,6.32,0.32,0.04,"-2,217,487",651.29,"919,889","3,030",602,"5,649","3,100,317"
2014-12-03 00:00,47,,8.36,2.04,0.52,"-2,094,059",654.10,"937,292","5,563",602,"17,404","2,999,044"
2014-12-04 00:00,77,,9.52,1.16,2.04,"-2,042,501",658.00,"961,817","17,641",441,"24,524","2,970,680"
2014-12-05 00:00,57,,10.32,0.80,0.96,"-1,978,467",660.65,"978,728","8,953",144,"16,911","2,961,027"
2014-12-06 00:00,49,,10.96,0.64,1.12,"-1,932,297",663.99,"1,000,328","11,348",603,"21,600","2,934,038"
2014-12-07 00:00,50,,10.96,0.00,0.32,"-1,930,578",666.03,"1,013,678","7,517",603,"13,350","2,945,628"
2014-12-08 00:00,0,,10.96,0.00,0.00,"-1,935,348",667.09,"1,020,663","3,792",603,"6,985","2,957,340"
2014-12-09 00:00,30,,10.96,0.00,0.00,"-1,940,780",668.16,"1,027,746","4,254",453,"7,083","2,968,525"
2014-12-10 00:00,25,,11.72,0.76,0.00,"-1,919,498",669.07,"1,033,796","3,080",1,"6,050","2,953,294"
2014-12-11 00:00,63,,15.76,4.04,0.92,"-1,729,646",675.19,"1,075,126","20,901",0,"41,330","2,804,772"
2014-12-12 00:00,0,,16.24,0.48,4.12,"-1,675,811",680.54,"1,112,189","18,708",58,"37,063","2,788,000"
2014-12-13 00:00,0,,16.24,0.00,0.24,"-1,671,011",683.08,"1,130,096","9,597",69,"17,908","2,801,107"
2014-12-14 00:00,5,,16.24,0.00,0.00,"-1,674,019",684.92,"1,143,195","6,781",600,"13,098","2,817,214"
2014-12-15 00:00,8,,16.76,0.52,0.04,"-1,652,260",686.21,"1,152,442","5,307",601,"9,247","2,804,702"
2014-12-16 00:00,0,,17.44,0.68,0.68,"-1,619,448",688.44,"1,168,552","8,578",602,"16,110","2,788,000"
2014-12-17 00:00,10,,17.60,0.16,0.48,"-1,606,475",690.22,"1,181,525","7,187",600,"12,973","2,788,000"
2014-12-18 00:00,0,,17.60,0.00,0.16,"-1,603,284",691.76,"1,192,832","6,463",578,"11,307","2,796,116"
2014-12-19 00:00,0,,18.64,1.04,0.20,"-1,578,510",694.01,"1,209,490","8,686",475,"16,658","2,788,000"
2014-12-20 00:00,0,,19.16,0.52,0.88,"-1,557,700",696.79,"1,230,300","10,491",0,"20,810","2,788,000"
2014-12-21 00:00,5,,19.16,0.00,0.48,"-1,538,996",699.26,"1,249,004","9,547",113,"18,704","2,788,000"
2014-12-22 00:00,27,,19.20,0.04,0.02,"-1,520,655",701.66,"1,267,345","9,918",600,"18,341","2,788,000"
2014-12-23 00:00,43,,19.20,0.00,0.00,"-1,515,257",703.30,"1,279,992","6,045",600,"12,647","2,795,249"
2014-12-24 00:00,8,,19.20,0.00,0.00,"-1,506,921",704.89,"1,292,335","7,762",596,"12,342","2,799,255"
2014-12-25 00:00,0,,19.20,0.00,0.00,"-1,514,181",705.88,"1,300,062","4,495",600,"7,727","2,814,243"
2014-12-26 00:00,25,,19.20,0.00,0.00,"-1,519,233",707.18,"1,310,253","5,763",600,"10,191","2,829,486"
2014-12-27 00:00,8,,19.20,0.00,0.00,"-1,525,589",708.25,"1,318,682","4,858",600,"8,429","2,844,271"
2014-12-28 00:00,8,,19.20,0.00,0.00,"-1,532,105",709.18,"1,326,038","4,317",600,"7,356","2,858,143"
2014-12-29 00:00,28,,19.20,0.00,0.00,"-1,539,774",710.02,"1,332,706","3,863",474,"6,668","2,872,480"
2014-12-30 00:00,6,,19.20,0.00,0.00,"-1,544,257",711.21,"1,342,189","4,788",0,"9,483","2,886,446"
2014-12-31 00:00,36,,19.20,0.00,0.00,"-1,553,004",711.81,"1,346,988","3,014",598,"4,799","2,899,992"
2015-01-01 00:00,28,,19.20,0.00,0.00,"-1,560,377",712.39,"1,351,639","3,070",657,"4,651","2,912,016"
2015-01-02 00:00,18,,19.20,0.00,0.00,"-1,568,047",712.96,"1,356,221","2,991",663,"4,582","2,924,268"
2015-01-03 00:00,8,,19.20,0.00,0.00,"-1,576,138",713.46,"1,360,248","2,736",657,"4,027","2,936,386"
2015-01-04 00:00,8,,19.20,0.00,0.00,"-1,584,136",713.94,"1,364,122","2,543",664,"3,874","2,948,258"
2015-01-05 00:00,3,,19.20,0.00,0.00,"-1,591,631",714.43,"1,368,084","2,654",654,"3,962","2,959,715"
2015-01-06 00:00,5,,19.20,0.00,0.00,"-1,599,180",714.87,"1,371,649","2,463",661,"3,565","2,970,829"
2015-01-07 00:00,5,,19.20,0.00,0.00,"-1,607,111",715.25,"1,374,733","2,257",655,"3,084","2,981,844"
2015-01-08 00:00,8,,19.20,0.00,0.00,"-1,613,405",715.79,"1,379,123","2,316",136,"4,390","2,992,528"
2015-01-09 00:00,8,,19.20,0.00,0.00,"-1,620,918",716.14,"1,381,974","2,113",627,"2,852","3,002,893"
2015-01-10 00:00,5,,19.20,0.00,0.00,"-1,627,545",716.56,"1,385,401","2,387",654,"3,426","3,012,946"
2015-01-11 00:00,5,,19.20,0.00,0.00,"-1,635,009",716.84,"1,387,688","1,771",654,"2,287","3,022,698"
2015-01-12 00:00,30,,19.20,0.00,0.00,"-1,641,524",717.20,"1,390,633","2,169",654,"2,945","3,032,157"
2015-01-13 00:00,18,,19.20,0.00,0.00,"-1,647,832",717.55,"1,393,500","2,156",652,"2,867","3,041,332"
2015-01-14 00:00,38,,19.20,0.00,0.00,"-1,653,697",717.92,"1,396,535","2,088",560,"3,035","3,050,232"
2015-01-15 00:00,10,,19.20,0.00,0.00,"-1,659,454",718.27,"1,399,411","2,059",558,"2,876","3,058,865"
2015-01-16 00:00,5,,19.24,0.04,0.00,"-1,658,445",718.66,"1,402,619","2,182",559,"3,208","3,061,064"
2015-01-17 00:00,0,,19.24,0.00,0.09,"-1,664,198",718.95,"1,405,009","1,721",558,"2,390","3,069,208"
2015-01-18 00:00,5,,19.24,0.00,0.00,"-1,669,044",719.34,"1,408,227","2,227",558,"3,218","3,077,271"
2015-01-19 00:00,5,,19.24,0.00,0.00,"-1,672,734",719.84,"1,412,359","2,604",558,"4,132","3,085,093"
2015-01-20 00:00,5,,19.24,0.00,0.00,"-1,676,697",720.27,"1,415,920","2,357",557,"3,561","3,092,617"
2015-01-21 00:00,5,,19.24,0.00,0.00,"-1,680,903",720.62,"1,418,823","2,109",557,"2,903","3,099,726"
2015-01-22 00:00,8,,19.24,0.00,0.00,"-1,685,061",720.98,"1,421,813","2,073",558,"2,990","3,106,874"
2015-01-23 00:00,3,,19.24,0.00,0.00,"-1,688,834",721.36,"1,424,974","2,110",556,"3,161","3,113,808"
2015-01-24 00:00,5,,19.24,0.00,0.00,"-1,692,975",721.64,"1,427,306","1,780",557,"2,332","3,120,280"
2015-01-25 00:00,5,,19.24,0.00,0.00,"-1,696,588",721.99,"1,430,225","1,948",555,"2,919","3,126,812"
2015-01-26 00:00,46,,19.24,0.00,0.00,"-1,699,833",722.36,"1,433,315","2,202",556,"3,090","3,133,148"
2015-01-27 00:00,11,,19.24,0.00,0.00,"-1,703,637",722.64,"1,435,656","1,788",555,"2,342","3,139,293"
2015-01-28 00:00,5,,19.24,0.00,0.00,"-1,706,416",723.02,"1,438,839","2,080",555,"3,182","3,145,254"
2015-01-29 00:00,26,,19.24,0.00,0.00,"-1,708,928",723.41,"1,442,109","2,434",716,"3,270","3,151,037"
2015-01-30 00:00,16,,19.24,0.00,0.00,"-1,713,361",723.55,"1,443,285","1,525",917,"1,176","3,156,646"
2015-01-31 00:00,13,,19.24,0.00,0.00,"-1,718,130",723.63,"1,443,957","1,317",965,672,"3,162,086"
2015-02-01 00:00,11,,19.24,0.00,0.00,"-1,717,782",723.78,"1,445,218","1,613",966,"1,261","3,163,000"
2015-02-02 00:00,65,,19.24,0.00,0.00,"-1,716,437",723.94,"1,446,563","1,694",951,"1,345","3,163,000"
2015-02-03 00:00,17,,19.24,0.00,0.00,"-1,715,007",724.11,"1,447,993","1,684",946,"1,430","3,163,000"
2015-02-04 00:00,7,,19.24,0.00,0.00,"-1,711,975",724.47,"1,451,025","2,225",732,"3,032","3,163,000"
2015-02-05 00:00,12,,19.24,0.00,0.00,"-1,709,698",724.74,"1,453,302","2,007",804,"2,277","3,163,000"
2015-02-06 00:00,5,,21.32,2.08,0.00,"-1,621,754",725.58,"1,460,403","4,332",704,"7,101","3,082,157"
2015-02-07 00:00,0,,21.32,0.00,2.08,"-1,582,096",729.82,"1,496,610","19,048",792,"36,207","3,078,706"
2015-02-08 00:00,0,,22.28,0.96,0.00,"-1,510,974",732.61,"1,520,784","12,904",765,"24,175","3,031,758"
2015-02-09 00:00,0,,22.64,0.36,1.00,"-1,437,678",738.84,"1,575,707","27,934",289,"54,922","3,013,384"
2015-02-10 00:00,28,,22.64,0.00,0.32,"-1,415,869",742.35,"1,607,254","16,341",408,"31,547","3,023,123"
2015-02-11 00:00,23,,22.64,0.00,0.00,"-1,404,860",744.60,"1,627,709","10,716",427,"20,455","3,032,569"
2015-02-12 00:00,18,,22.64,0.00,0.00,"-1,398,930",746.22,"1,642,550","8,374",781,"14,841","3,041,480"
2015-02-13 00:00,19,,22.64,0.00,0.00,"-1,396,032",747.50,"1,654,343","6,703",785,"11,793","3,050,375"
2015-02-14 00:00,19,,22.64,0.00,0.00,"-1,394,571",748.59,"1,664,433","5,527",421,"10,090","3,059,004"
2015-02-15 00:00,19,,22.64,0.00,0.00,"-1,393,673",749.56,"1,673,448","5,031",420,"9,015","3,067,121"
2015-02-16 00:00,19,,22.64,0.00,0.00,"-1,395,178",750.27,"1,680,069","4,116",759,"6,621","3,075,247"
2015-02-17 00:00,67,,22.64,0.00,0.00,"-1,396,516",750.97,"1,686,614","4,131",764,"6,545","3,083,130"
2015-02-18 00:00,8,,22.64,0.00,0.00,"-1,399,037",751.51,"1,691,676","3,448",888,"5,062","3,090,713"
2015-02-19 00:00,11,,22.64,0.00,0.00,"-1,400,348",752.16,"1,697,783","3,522",432,"6,107","3,098,131"
2015-02-20 00:00,11,,22.64,0.00,0.00,"-1,402,082",752.74,"1,703,246","3,177",460,"5,463","3,105,327"
2015-02-21 00:00,11,,22.64,0.00,0.00,"-1,403,681",753.31,"1,708,626","3,242",471,"5,380","3,112,308"
2015-02-22 00:00,11,,22.64,0.00,0.00,"-1,407,710",753.60,"1,711,368","1,874",481,"2,742","3,119,078"
2015-02-23 00:00,138,,22.64,0.00,0.00,"-1,408,690",754.19,"1,716,956","3,609",654,"5,589","3,125,646"
2015-02-24 00:00,59,,22.64,0.00,0.00,"-1,410,979",754.62,"1,721,037","2,751",634,"4,080","3,132,016"
2015-02-25 00:00,33,,22.64,0.00,0.00,"-1,413,166",755.04,"1,725,030","2,668",622,"3,993","3,138,196"
2015-02-26 00:00,81,,22.64,0.00,0.00,"-1,415,828",755.39,"1,728,362","2,354",641,"3,333","3,144,190"
2015-02-27 00:00,35,,22.88,0.24,0.00,"-1,406,260",755.79,"1,732,176","2,601",643,"3,813","3,138,436"
2015-02-28 00:00,27,,22.92,0.04,0.24,"-1,402,900",756.14,"1,735,518","2,343",631,"3,343","3,138,418"
2015-03-01 00:00,19,,22.92,0.00,0.04,"-1,404,652",756.53,"1,739,248","2,592",644,"3,729","3,143,900"
2015-03-02 00:00,57,,22.92,0.00,0.00,"-1,404,972",756.90,"1,742,791","2,382",538,"3,543","3,147,763"
2015-03-03 00:00,21,,22.92,0.00,0.00,"-1,406,852",757.22,"1,745,860","2,069",550,"3,069","3,152,712"
2015-03-04 00:00,49,,22.92,0.00,0.00,"-1,408,509",757.60,"1,749,508","2,470",532,"3,649","3,158,018"
2015-03-05 00:00,37,,22.92,0.00,0.00,"-1,410,799",757.88,"1,752,201","1,979",537,"2,692","3,163,000"
2015-03-06 00:00,39,,22.92,0.00,0.00,"-1,408,008",758.17,"1,754,992","1,884",534,"2,791","3,163,000"
2015-03-07 00:00,39,,22.92,0.00,0.00,"-1,404,538",758.53,"1,758,462","2,290",501,"3,471","3,163,000"
2015-03-08 00:00,39,,22.92,0.00,0.00,"-1,402,125",758.78,"1,760,875","1,742",438,"2,412","3,163,000"
2015-03-09 00:00,42,,22.92,0.00,0.00,"-1,399,324",759.07,"1,763,676","1,949",495,"2,801","3,163,000"
2015-03-10 00:00,45,,22.92,0.00,0.00,"-1,396,713",759.34,"1,766,287","1,889",527,"2,611","3,163,000"
2015-03-11 00:00,32,,23.04,0.12,0.00,"-1,393,906",759.63,"1,769,094","1,919",521,"2,807","3,163,000"
2015-03-12 00:00,24,,23.04,0.00,0.12,"-1,391,677",759.86,"1,771,323","1,719",523,"2,229","3,163,000"
2015-03-13 00:00,47,,23.04,0.00,0.00,"-1,389,147",760.12,"1,773,853","2,068",750,"2,530","3,163,000"
2015-03-14 00:00,40,,23.04,0.00,0.00,"-1,388,371",760.20,"1,774,629","1,793","1,362",776,"3,163,000"
2015-03-15 00:00,40,,23.04,0.00,0.00,"-1,387,692",760.27,"1,775,308","1,728","1,346",679,"3,163,000"
2015-03-16 00:00,53,,23.04,0.00,0.00,"-1,387,013",760.34,"1,775,987","1,743","1,348",679,"3,163,000"
2015-03-17 00:00,11,,23.04,0.00,0.00,"-1,386,043",760.44,"1,776,957","1,690","1,190",970,"3,163,000"
2015-03-18 00:00,45,,23.04,0.00,0.00,"-1,384,586",760.59,"1,778,414","1,963","1,184","1,457","3,163,000"
2015-03-19 00:00,55,,23.04,0.00,0.00,"-1,383,129",760.74,"1,779,871","1,978","1,188","1,457","3,163,000"
2015-03-20 00:00,72,,23.04,0.00,0.00,"-1,382,352",760.82,"1,780,648","1,581","1,166",777,"3,163,000"
2015-03-21 00:00,53,,23.04,0.00,0.00,"-1,381,574",760.90,"1,781,426","1,668","1,174",778,"3,163,000"
2015-03-22 00:00,53,,23.32,0.28,0.00,"-1,380,699",760.99,"1,782,301","1,681","1,187",875,"3,163,000"
2015-03-23 00:00,27,,23.32,0.00,0.28,"-1,379,045",761.16,"1,783,955","1,965","1,104","1,654","3,163,000"
2015-03-24 00:00,35,,23.32,0.00,0.00,"-1,377,194",761.35,"1,785,806","2,035","1,116","1,851","3,163,000"
2015-03-25 00:00,35,,23.32,0.00,0.00,"-1,376,220",761.45,"1,786,780","1,677","1,102",974,"3,163,000"
2015-03-26 00:00,53,,23.32,0.00,0.00,"-1,374,660",761.61,"1,788,340","1,848","1,008","1,560","3,163,000"
2015-03-27 00:00,58,,23.32,0.00,0.00,"-1,373,392",761.74,"1,789,608","1,782","1,084","1,268","3,163,000"
2015-03-28 00:00,53,,23.32,0.00,0.00,,761.85,"1,790,681","1,681","1,086","1,073",
2015-03-29 00:00,53,,23.32,0.00,0.00,"-1,371,440",761.94,"1,791,560","1,604","1,108",879,"3,163,000"
2015-03-30 00:00,11,,23.32,0.00,0.00,"-1,370,952",761.99,"1,792,048","1,381","1,124",488,"3,163,000"
2015-03-31 00:00,35,,23.32,0.00,0.00,"-1,369,389",762.15,"1,793,611","1,603",780,"1,563","3,163,000"
2015-04-01 00:00,88,,23.32,0.00,0.00,"-1,378,768",762.20,"1,794,100","1,073",789,489,"3,172,868"
2015-04-02 00:00,55,,23.32,0.00,0.00,"-1,387,073",762.36,"1,795,664","1,666",773,"1,564","3,182,737"
2015-04-03 00:00,81,,23.32,0.00,0.00,"-1,329,468",762.08,"1,792,927",635,"1,835","-2,737","3,122,395"
2015-04-04 00:00,52,,23.32,0.00,0.00,"-1,347,997",761.94,"1,791,560",903,"1,540","-1,367","3,139,557"
2015-04-05 00:00,26,,23.60,0.28,0.00,"-1,354,330",762.12,"1,793,318","2,100","1,286","1,758","3,147,648"
2015-04-06 00:00,63,,23.60,0.00,0.28,"-1,366,645",762.28,"1,794,882","1,431",580,"1,564","3,161,527"
2015-04-07 00:00,47,,24.64,1.04,0.00,"-1,352,945",762.50,"1,797,034","1,917",834,"2,152","3,149,978"
2015-04-08 00:00,34,,24.64,0.00,1.04,"-1,363,207",762.61,"1,798,110","1,414",787,"1,076","3,161,317"
2015-04-09 00:00,19,,24.64,0.00,0.00,"-1,374,258",762.82,"1,800,167","1,793",787,"2,057","3,174,425"
2015-04-10 00:00,37,,24.64,0.00,0.00,"-1,378,507",762.97,"1,801,637","1,381",553,"1,470","3,180,144"
2015-04-11 00:00,39,,24.64,0.00,0.00,"-1,405,947",763.10,"1,802,911","1,220",538,"1,274","3,208,858"
2015-04-12 00:00,39,,24.64,0.00,0.00,"-1,420,038",763.35,"1,805,365","1,825",549,"2,454","3,225,403"
2015-04-13 00:00,105,,24.64,0.00,0.00,"-1,435,276",763.48,"1,806,642","1,242",543,"1,277","3,241,918"
2015-04-14 00:00,82,,24.64,0.00,0.00,"-1,449,792",763.64,"1,808,214","1,379",455,"1,572","3,258,006"
2015-04-15 00:00,79,,24.64,0.00,0.00,"-1,464,337",763.83,"1,810,082","1,404",433,"1,868","3,274,420"
2015-04-16 00:00,87,,24.64,0.00,0.00,"-1,478,851",763.98,"1,811,558","1,398",517,"1,476","3,290,409"
2015-04-17 00:00,90,,24.64,0.00,0.00,"-1,493,801",764.09,"1,812,641","1,144",508,"1,083","3,306,442"
2015-04-18 00:00,92,,24.64,0.00,0.00,"-1,512,896",763.76,"1,809,394",157,"1,751","-3,247","3,322,290"
2015-04-19 00:00,92,,24.64,0.00,0.00,"-1,530,728",763.54,"1,807,231",888,"1,837","-2,163","3,337,958"
2015-04-20 00:00,34,,24.64,0.00,0.00,"-1,547,794",763.38,"1,805,660",995,"1,753","-1,571","3,353,453"
2015-04-21 00:00,58,,24.64,0.00,0.00,"-1,563,869",763.24,"1,804,285","1,157","1,791","-1,375","3,368,154"
2015-04-22 00:00,60,,24.64,0.00,0.00,"-1,577,194",763.10,"1,802,911","1,110","1,742","-1,374","3,380,105"
2015-04-23 00:00,58,,25.08,0.44,0.00,"-1,582,912",763.16,"1,803,500","1,959","1,654",589,"3,386,412"
2015-04-24 00:00,95,,25.36,0.28,0.44,"-1,590,191",762.87,"1,800,657",841,"2,131","-2,843","3,390,848"
2015-04-25 00:00,52,,25.84,0.48,0.72,"-1,585,673",762.74,"1,799,383","2,105","2,695","-1,274","3,385,056"
2015-04-26 00:00,52,,25.84,0.00,0.04,"-1,604,379",762.42,"1,796,251","1,103","2,630","-3,132","3,400,630"
2015-04-27 00:00,60,,25.84,0.00,0.00,"-1,622,251",762.15,"1,793,611","1,689","2,959","-2,640","3,415,862"
2015-04-28 00:00,92,,25.84,0.00,0.00,"-1,641,293",761.79,"1,790,095","1,121","2,802","-3,516","3,431,388"
2015-04-29 00:00,71,,25.84,0.00,0.00,"-1,660,062",761.44,"1,786,683","1,112","2,811","-3,412","3,446,745"
2015-04-30 00:00,78,,25.84,0.00,0.00,"-1,676,556",761.01,"1,782,496","1,220","3,203","-4,187","3,459,052"
2015-05-01 00:00,104,,25.84,0.00,0.00,"-1,691,479",760.49,"1,777,442","1,081","3,524","-5,054","3,468,921"
2015-05-02 00:00,107,,25.84,0.00,0.00,"-1,708,630",759.74,"1,770,160",712,"4,271","-7,282","3,478,789"
2015-05-03 00:00,107,,25.84,0.00,0.00,"-1,725,272",759.04,"1,763,386",976,"4,285","-6,774","3,488,658"
2015-05-04 00:00,53,,25.84,0.00,0.00,"-1,742,667",758.26,"1,755,860",545,"4,238","-7,526","3,498,526"
2015-05-05 00:00,106,,25.84,0.00,0.00,"-1,757,444",757.75,"1,750,951",746,"3,164","-4,909","3,508,395"
2015-05-06 00:00,67,,25.84,0.00,0.00,"-1,774,513",757.00,"1,743,750",893,"4,506","-7,201","3,518,263"
2015-05-07 00:00,93,,25.84,0.00,0.00,"-1,795,096",755.88,"1,733,035",557,"5,866","-10,715","3,528,132"
2015-05-08 00:00,92,,25.84,0.00,0.00,"-1,815,062",754.82,"1,722,938",877,"5,828","-10,097","3,538,000"
2015-05-09 00:00,92,,25.84,0.00,0.00,"-1,825,591",753.71,"1,712,409","1,080","6,296","-10,529","3,538,000"
2015-05-10 00:00,92,,25.84,0.00,0.00,"-1,835,509",752.66,"1,702,491","1,017","5,926","-9,918","3,538,000"
